Product URL,Product Name,Product Price,Rating,Number of ratings,Number of reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1679387961&sprefix=ba%2Caps%2C283&sr=8-43,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),₹499,3.8 out of 5 stars,566,71, Material: Water Resistant Light-Weight Polyester<br>   Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>   Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>   Closure Type: Zipper<br>  ,B09TPY1G1W,,ADISA
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1679387961&sprefix=ba%2Caps%2C283&sr=8-44,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",₹599,3.8 out of 5 stars,679,55, Lightweight yet durable backpack/daypack for school use or everyday outings   Front storage pocket keeps smaller items neatly organized and easy to access   Mesh pockets on both sides to accommodate your water bottle and umbrella   Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects   Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult  ,B09B26MB5M,"Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized.",Safari Industries
https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1679387961&sprefix=ba%2Caps%2C283&sr=8-45,F Gear Enzo Sports Waist Bag (.Black Blue),₹200,4.2 out of 5 stars,"1,111",111, One zippered compartment suitable for keys/napkins/wallet/mobile etc.   One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.   This fanny pack is water resistant.   Premium YKK Japanese Zippers& sliders with an adjustable waist strap.   Comes with The F Gear promise of quality and durability.  ,B0862LXJYT,"TREND ALERT!! Do you consider yourself a fashion freak? Well if yes then now is the time for you to pick your favourite style of fanny pack from our range and show it off to the world in style! Made lovable by its quirkiness and undeniable convenience, fanny packs are making its way to our hearts and took the fashion movement by storm! Whether you want to complement a sporty look, keep it casual, dress it up, or make a fashion statement, our fanny pack range is for you. Your on-the-go look is always incomplete without these fanny packs. Trendsetter celebs like Leonardo DiCaprio, Alia Bhatt, Kim Kardashian, Katy Perry, Kendall Jenner, Ranveer Singh, Sushant Singh Rajput, are giving us some major fashion goals with their fanny packs. So pick your style of fanny pack and get ready to show the way to rest to follow, only with F Gear!",Uber Fashion Merchandise Pvt. Ltd.
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1679387961&sprefix=ba%2Caps%2C283&sr=8-46,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,299",4.1 out of 5 stars,8,1," Care Instructions: Hand Wash Only   Well Organized compartment ,Security Back Pocket  ",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1679387961&sprefix=ba%2Caps%2C283&sr=8-47,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,₹834,4.0 out of 5 stars,"5,130",491," MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.   DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.   COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.   Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket   Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof  ",B07XVMR33Q,,Atulitu Agency
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1679387961&sprefix=ba%2Caps%2C283&sr=8-48,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),₹599,4.0 out of 5 stars,31,9, Material: Water Resistant Strong Polyester   Compartments: 2 with padding   Laptop Size: 15.6 inch and below   Dimensions: LxWxH - 11 x 6 x 18 inches   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  ,B0BPTT2HZY,,ADISA
https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-49,F Gear Enzo Sports Waist Bag (.Black Blue),₹200,4.2 out of 5 stars,"1,111",111, One zippered compartment suitable for keys/napkins/wallet/mobile etc.   One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.   This fanny pack is water resistant.   Premium YKK Japanese Zippers& sliders with an adjustable waist strap.   Comes with The F Gear promise of quality and durability.  ,B0862LXJYT,"TREND ALERT!! Do you consider yourself a fashion freak? Well if yes then now is the time for you to pick your favourite style of fanny pack from our range and show it off to the world in style! Made lovable by its quirkiness and undeniable convenience, fanny packs are making its way to our hearts and took the fashion movement by storm! Whether you want to complement a sporty look, keep it casual, dress it up, or make a fashion statement, our fanny pack range is for you. Your on-the-go look is always incomplete without these fanny packs. Trendsetter celebs like Leonardo DiCaprio, Alia Bhatt, Kim Kardashian, Katy Perry, Kendall Jenner, Ranveer Singh, Sushant Singh Rajput, are giving us some major fashion goals with their fanny packs. So pick your style of fanny pack and get ready to show the way to rest to follow, only with F Gear!",Uber Fashion Merchandise Pvt. Ltd.
https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-50,Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,₹799,4.2 out of 5 stars,"54,726","7,028"," Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.   High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm   Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop   There might be minor color variation between actual product and image shown on screen due to lighting on the photography   In the Box : 15.6-inch Backpack   Country of Origin: China  ",,,
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-51,Trajectory 100% Vegan Leather 16 Inch Laptop Office Messenger bag for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men and Women,"₹1,399",4.2 out of 5 stars,311,87," PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class.   PERFECT FIT: This bag is suitable for upto 16 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock.   SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.   TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag.   QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.  ",B09RK6NCGC,,Trajectory Marketing LLP
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-52,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,₹222,4.3 out of 5 stars,"2,947",352," Care Instructions: Hand Wash Only   Fabric :: 600D Oxford PU coated; Compartments : 1 Ccompartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller<br>   Included Items :: Drawstring Backpack<br>   Dimensions : LxWxD : 46 X 32 X 10 cm, Capacity : 15 Liters<br>   Warranty: 1 year Warranty against manufacturing defects..<br>   Pocket Description: Utility Pocket; Compartment Description: Not Laptop Compatible; Strap Type: Shoulder Strap; Water Resistance Level: Not Water Resistant; Special Features: Checkpoint Friendly; Pattern Name: Solid; Age Range Description: Adult; Lining Description: Polyester<br>  ",B08L6Q9V1H,,Arctic Fox
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-53,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),₹599,4.0 out of 5 stars,31,9, Material: Water Resistant Strong Polyester   Compartments: 2 with padding   Laptop Size: 15.6 inch and below   Dimensions: LxWxH - 11 x 6 x 18 inches   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  ,B0BPTT2HZY,,ADISA
https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-54,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹239,3.8 out of 5 stars,"1,399",186, trap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper  ,B07BNS3KNX,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",Rushi Enterprise
https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-55,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),₹811,4.2 out of 5 stars,"1,534",150, Meant for 15.6-inch laptops   Multiple compartments for additional accessories   Front big pocket for quick-access your essentials   Elegant and Lightweight Cross-dyed woven fabric   Finished in Stylish warm dark grey and stretch to shoulder strap   Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip   ASUS reflective logo   1 Year hardware warranty provided by the manufacturer from date of purchase  ,,"ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.",
https://www.amazon.in/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-56,NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,₹198,4.1 out of 5 stars,"1,004",101, PLEASE NOTE: Suitable for Yoga Mat With 5MM TO 10MM THICKNESS AND DIMENSIONS UP TO 2 FT WIDTH X 6 FT. LENGTH. Cotton carry bag for yoga mat for storing and carrying your yoga mat with ease<br>   Made of premium grade cotton material<br>   High quality drawstring rope for closure<br>   Cross strap for carrying on shoulder with ease<br>   Reinforced base with double-stitch for srtength and durability<br>  ,,,
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-57,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,₹709,4.2 out of 5 stars,431,63," Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag   It has 2 large compartments and 2 side pockets   Well-padded interior that keeps your laptop safe   Enough space for your other daily essentials like chargers, wallet, power bank, etc.   Compact and sleek design   Well-cushioned shoulder straps   Dimensions: LxWXH: 47 X 33 X 15 cm   Weight: 0.460 grams  ",,"Bid goodbye to the daily hassle of finding ways to carry your laptop and other accessories with the AmazonBasics - Casual Backpack/Office Bag. It is an instant relief provider as the compactly designed backpack offers you space and comfort simultaneously. The stylish backpack has 2 large compartments where you can stack up your chargers, power banks, lunch box, tablet, etc., alongside a 15.6-inch laptop. Well-padded and well-cushioned, the backpack has 2 side pockets where you can keep extra items when on the move. Durable and strong, the backpack is made from water-resistant polyester fabric.",
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-58,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,₹512,4.1 out of 5 stars,"5,212","1,015"," PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.   LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.   EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.   DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.   BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.  ",,,
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-59,F Gear String 11 Ltrs Nylon Black Gym Bag,₹189,4.0 out of 5 stars,436,62, Lightweight gym bags   Ergonomic Design   Durable   Size-(Hxlxw) Cm-(43x32x2) Cm::Gym Bags   Drawstring closure  ,B07PC28YQ9,The product will be an excellent pick for you. It ensures an easy maintenance.,Uber Fashion Merchandise Pvt. Ltd.
https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-60,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹219,3.7 out of 5 stars,"3,003",277," Non-toxic and soft fabric made from safe materials to be used by kids and Washable   Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag   Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one   color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L  ",B07QD1M3R9,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",Rushi Enterprise
https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-61,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,₹320,3.8 out of 5 stars,"1,316",175," Size: 13’’(33CM) X 13’’(33CM)| Quantity:- 1 Piece | Material: Cotton Canvas | Color: Black; Many ways to carry: This canvas can be a shoulder bag, a crossbody bag or a tote bag. Easy to match your garments. Material: this shoulder bag is made of soft canvas, very light and durable for daily use.<br><br>   Size Details: 13""Inches x 3"" Inches x 13"" Inches, handle drop: 15""Inches (Fully Adjustable). You can refer to the size in the image as well. The length of strap is fully adjustable.<br><br>   Big Capacity - Zip Closure. There is a big room inside the bag, with 2 open small pocket for small things, this bag has a high utility rate of space. Holds daily necessities like phone, wallet, Ipad, books, etc.<br><br>   Simple, casual and light, it's perfect for daily use like work, travel, shopping. Gift wishes.<br>; Department Name: Womens<br>   Age Range Description: Adult; Outer Material Type: Rattan  ",B09JWMW646,,
https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-62,VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),₹899,4.3 out of 5 stars,404,44," Padded, Comfortable Shoulder Strap   Easy access front pocket   Soft Grip handles   Stylish Design  ",B0B527KJQZ,"VIP ENDURA, the one stop solution for all your micro travel needs, Speciaous main compartment, Soft Grip handles, Padded, Comfortable, Easy access front pocket, Stylish Design","VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-63,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",,4.4 out of 5 stars,561,45," HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk   DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA   SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage   SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage   Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees  ",,"Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 50 Bags)",
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1679388054&sprefix=ba%2Caps%2C283&sr=8-64,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",₹640,4.4 out of 5 stars,"1,025",85," ""Outer Material : Nylon Twill Colour : Sky blue The backpack is LIGHT WEIGHT yet strong enough to hold your supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.""   Dimensions (in cms): 34x14.5x40.5 Capacity: 20 Litres Weight: 400 grams Fully Lined for extra strength WATER RESISTANT : YES Warranty: 12 months manufacturer warranty   NUMBER OF COMPARTMENTS : 1 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. ONE SIDE POCKET : The backpack provides 1 exterior full fabric side pocket for holding water bottle,clipping pens or pencil or storing other items.   LAPTOP COMPARTMENT to accommodate laptop upto 15.6 inches   1 FRONT POCKET :It comes handy in keeping boarding pass tickets, mobile phone, earphone, cards,cash etc.  ",B08YF1XJXY,,Safari
https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1679388149&sprefix=ba%2Caps%2C283&sr=8-65,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",₹294,3.8 out of 5 stars,155,10," Highly Water-resistant finish to save inner items from water splashes   Epp foam gear in the bottom panel for total comfort and safety   Main compartment with double zip closure   Water-resistant front valuables pocket to keep your stuff safe   Dimension: 40x22x10 cm   Capacity - 9 litres   Tough, 600D abrasion-resistant fabric for high durability Optimum quality of accessories and zipper for smoother functioning and high durability Designed for all types of occasions: sports, daily use, cycling, travel, adventure, etc Comes in attractive color combination and premium quality of material.  ",,"The Nivia Pulse jr. Bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, engineered card, small snacks, and other small personal belongings. Perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc) and travel use.",
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1679388149&sprefix=ba%2Caps%2C283&sr=8-66,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,₹899,3.9 out of 5 stars,"9,046",939," MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all-rounder backpack for men, school bags for boys and girls, College bag for boys and college bag for girls, office bag for men and women.   LAPTOP BAG FEATURES - Compartment Description: Up To 15 Inches; Style Name: Casual Backpack for men. Capacity: 48 liters. Size: 20 inch X 13.5 inch X 9.5 inch.   WATER RESISTANT – This laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner. School bags for boys is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.   PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop backpack for men has sleeve with holder to secure upto 15.6"" Laptops. This office bag for men is compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft.   1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; BEST BACK SUPPORT - We have designed this laptop bag for men to keep your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: Black; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult  ",B08YZ8FFBZ,,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679388149&sprefix=ba%2Caps%2C283&sr=8-67,Trajectory 100% Vegan Leather 16 Inch Laptop Office Messenger bag for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men and Women,"₹1,399",4.2 out of 5 stars,311,87," PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class.   PERFECT FIT: This bag is suitable for upto 16 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock.   SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.   TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag.   QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.  ",B09RK6NCGC,,Trajectory Marketing LLP
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679388149&sprefix=ba%2Caps%2C283&sr=8-68,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",₹664,4.4 out of 5 stars,912,125," External Size (LxWxH): 250x150x200 mm, Internal Size (LxWxH): 230x110x180 mm   Accommodates all Entry Level & Mid Range Digital SLR Cameras with 18-55mm Lens attached + 55 to 250mm lens + Charger & cable , filter , Memory card and other accessories.Waterproof Rain Cover is included for Hustle-free outdoor activities.   back zipper pocket for keys, cards, chargers and other storage; Inner compartment zipper net bag for SD card box, filter cloth, or cleaning kit storage.Two side net pockets. Adjustable shoulder carrying strap.   Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories.   Package Includes: 1*waterproof Camera Case Bag 1*Shoulder Strap 1*Rain Cover 1*Spacer Pad  ",B09P74TZY8,"Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories.",Sidrum
